age,type_employer,education,marital,occupation,relationship,race,sex,capital_gain,capital_loss,hr_per_week,country,income
Adult,Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,Husband,White,Male,High,None,OverTime,United-States,Low
YoungAdult,Local-gov,Masters,Never-married,Prof-specialty,Own-child,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Divorced,Prof-specialty,Own-child,White,Female,None,None,Working,United-States,Low
Adult,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,None,None,Working,United-States,Low
Adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,High,None,Working,United-States,High
YoungAdult,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,High,None,Motivated,United-States,High
YoungAdult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,Lazy,Germany,Low
Adult,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,High,None,Working,United-States,High
YoungAdult,Private,Assoc-acdm,Divorced,Sales,Unmarried,Black,Female,None,None,Motivated,United-States,Low
Adult,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,None,None,Motivated,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,None,None,Working,United-States,Low
Adult,Federal-gov,Masters,Married-civ-spouse,Sales,Husband,White,Male,High,None,Working,United-States,High
Adult,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Motivated,United-States,High
Adult,Private,Some-college,Divorced,Other-service,Not-in-family,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,None,None,Working,United-States,Low
Adult,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,Ecuador,Low
YoungAdult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Local-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,Some-college,Never-married,Sales,Own-child,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,Bachelors,Never-married,Tech-support,Unmarried,Black,Female,None,None,Working,United-States,Low
Senior,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Lazy,United-States,Low
YoungAdult,Self-emp-inc,Bachelors,Divorced,Sales,Not-in-family,White,Female,None,None,Motivated,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,None,None,HardWorking,United-States,Low
Adult,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,High,None,Working,United-States,High
YoungAdult,Private,Some-college,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Motivated,United-States,High
Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,High,None,Working,United-States,High
YoungAdult,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,None,None,Working,Laos,Low
Adult,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Male,None,None,Motivated,United-States,Low
Adult,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,Working,United-States,High
Adult,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Motivated,United-States,High
YoungAdult,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,High,None,Working,Taiwan,High
YoungAdult,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,Black,Female,None,None,Working,United-States,High
YoungAdult,Private,Some-college,Never-married,Sales,Own-child,White,Male,None,None,Lazy,United-States,Low
YoungAdult,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,None,None,Working,United-States,Low
Senior,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,None,None,Working,Mexico,Low
YoungAdult,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,None,None,Working,United-States,Low
Senior,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Working,United-States,Low
Adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,High,Motivated,United-States,Low
YoungAdult,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,11th,Never-married,Exec-managerial,Not-in-family,White,Female,None,None,Working,United-States,Low
Senior,Self-emp-not-inc,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Lazy,United-States,Low
Senior,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Motivated,United-States,Low
Adult,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,None,High,Motivated,United-States,High
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,Working,United-States,Low
Senior,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,High,None,Motivated,United-States,Low
Adult,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,None,None,Working,United-States,Low
Adult,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Male,None,None,Working,United-States,Low
Adult,Local-gov,10th,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,Working,United-States,Low
Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Working,United-States,Low
Child,Private,5th-6th,Never-married,Other-service,Other-relative,White,Male,None,None,Motivated,Mexico,Low
YoungAdult,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,None,None,Working,United-States,Low
Adult,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Sales,Unmarried,Black,Male,None,None,Working,Haiti,Low
Adult,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,None,None,Working,United-States,Low
YoungAdult,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,High,None,Working,United-States,High
YoungAdult,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,High,None,Working,United-States,High
YoungAdult,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,None,None,Lazy,United-States,Low
YoungAdult,State-gov,Some-college,Never-married,Protective-serv,Own-child,Black,Female,None,None,Working,United-States,Low
Adult,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,None,None,Motivated,United-States,Low
Adult,Private,Assoc-acdm,Married-spouse-absent,Other-service,Not-in-family,White,Male,None,None,Working,Iran,Low
YoungAdult,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Working,United-States,High
YoungAdult,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Working,United-States,High
Adult,Local-gov,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,Working,United-States,High
Senior,Private,11th,Widowed,Other-service,Unmarried,Other,Male,None,None,Working,United-States,Low
YoungAdult,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,Working,United-States,High
Adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,Working,United-States,Low
YoungAdult,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,Portugal,Low
YoungAdult,Private,10th,Married-civ-spouse,Other-service,Wife,White,Female,None,None,Working,United-States,Low
Senior,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Working,United-States,High
Adult,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Motivated,United-States,Low
Adult,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,None,High,Motivated,United-States,High
YoungAdult,Private,HS-grad,Married-spouse-absent,Sales,Not-in-family,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,Low
Adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Female,None,None,Lazy,United-States,Low
Adult,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,None,None,Motivated,United-States,High
YoungAdult,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,None,None,Working,United-States,Low
YoungAdult,Federal-gov,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,None,None,Lazy,United-States,Low
Child,Private,11th,Never-married,Other-service,Own-child,White,Male,None,None,Lazy,United-States,Low
YoungAdult,State-gov,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Working,United-States,High
Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,None,None,Working,United-States,Low
Adult,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,None,None,Working,United-States,Low
YoungAdult,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,None,None,Lazy,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,None,None,Working,United-States,Low
Adult,Self-emp-not-inc,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,None,None,Motivated,United-States,Low
Adult,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,None,None,Working,United-States,Low
Adult,Private,5th-6th,Divorced,Craft-repair,Not-in-family,White,Female,None,High,Motivated,United-States,Low
YoungAdult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,Low
Adult,Private,Some-college,Divorced,Sales,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Wife,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Male,None,None,Working,United-States,Low
Adult,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,High,Lazy,United-States,High
YoungAdult,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,None,None,Lazy,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Other-service,Other-relative,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,None,None,Working,United-States,High
YoungAdult,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,None,None,Motivated,United-States,Low
Adult,Self-emp-not-inc,Assoc-acdm,Separated,Craft-repair,Not-in-family,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,None,None,Working,United-States,Low
Adult,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,Working,United-States,Low
Adult,Private,Some-college,Divorced,Handlers-cleaners,Unmarried,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Motivated,United-States,High
Adult,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Motivated,United-States,High
YoungAdult,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,None,None,Working,United-States,Low
Adult,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,Working,United-States,High
YoungAdult,Private,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Female,None,None,HardWorking,United-States,Low
YoungAdult,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,None,High,Working,Puerto-Rico,Low
Adult,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,High,HardWorking,United-States,High
YoungAdult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,Working,United-States,Low
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Motivated,United-States,Low
Adult,Local-gov,Some-college,Divorced,Other-service,Not-in-family,Black,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,Black,Female,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,None,None,Working,United-States,Low
Adult,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,High,None,Motivated,United-States,High
YoungAdult,State-gov,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,12th,Divorced,Craft-repair,Not-in-family,White,Male,None,None,Motivated,United-States,High
Adult,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Working,Mexico,Low
YoungAdult,Private,11th,Never-married,Other-service,Own-child,White,Female,None,None,Lazy,United-States,Low
YoungAdult,Local-gov,11th,Separated,Machine-op-inspct,Not-in-family,Black,Male,None,None,Working,United-States,Low
YoungAdult,State-gov,HS-grad,Divorced,Transport-moving,Unmarried,White,Female,None,None,Working,United-States,Low
